ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,6.986925e+04,1.804448e+04
HI 1215Å,42095,4.209500e+01,1.217885e-01,4.443286e+03,1.304891e+00
