ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.420754e+05,5.243509e+04
HI 1215Å,114983,1.149830e+02,4.220157e-01,4.804751e+03,1.677775e+00
