ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.617862e+04,1.068469e+04
HI 1215Å,29414,2.941400e+01,8.301263e-02,6.768589e+03,1.215937e+00
