ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.016037e+05,8.843796e+04
HI 1215Å,76857,7.685700e+01,8.954722e-01,3.181638e+03,2.184153e+00
