ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.973390e+03,1.250044e+03
HI 1215Å,8992,8.992000e+00,1.898743e-02,1.286742e+04,1.040046e+00
