statistic,value
mean_flux,0.9719991139588636
median_flux,0.9988223910331726
std_flux,0.10494198198105774
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,244.33558407228944
median_tau,0.0011783058289438486
effective_tau,0.02840038608706857
deep_absorption_frac,0.004050130005200208
moderate_absorption_frac,0.010068154726189047
weak_absorption_frac,0.9858817152686108
tau_eff_err,0.000693503726206127
tau_eff_std,0.0693503726206127
mean_flux_err,0.00036308406658345816
mean_flux_std,0.03630840665834582
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,13.79558802848398
hi_fraction_eff,0.0020586570757643494
