ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.048116e+05,9.113680e+04
HI 1215Å,72770,7.277000e+01,9.041906e-01,4.641714e+03,2.252478e+00
