ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.699904e+04,2.459975e+03
HI 1215Å,12219,1.221900e+01,3.306914e-02,1.369359e+04,1.109164e+00
