ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10008,1.000800e+01,9.999986e-01,9.537923e+03,1.392072e+03
HI 1215Å,9692,9.692000e+00,2.093509e-02,7.382909e+03,1.038559e+00
