ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.717932e+05,7.001574e+04
HI 1215Å,118046,1.180460e+02,6.663474e-01,4.220289e+03,1.697035e+00
