ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10008,1.000800e+01,9.999987e-01,9.666522e+03,1.064028e+03
HI 1215Å,7347,7.347000e+00,1.534956e-02,1.177944e+04,1.004353e+00
