ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.674580e+04,4.279272e+03
HI 1215Å,14438,1.443800e+01,3.980482e-02,8.134358e+03,1.098561e+00
