ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.154657e+05,3.516558e+04
HI 1215Å,77447,7.744700e+01,2.514690e-01,1.409604e+04,1.679212e+00
