ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.087601e+04,2.679024e+04
HI 1215Å,60889,6.088900e+01,1.789206e-01,5.167766e+03,1.449471e+00
