ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.080254e+04,1.761852e+04
HI 1215Å,42813,4.281300e+01,1.260910e-01,7.972631e+03,1.319334e+00
