ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.147235e+04,1.764337e+04
HI 1215Å,41605,4.160500e+01,1.238237e-01,7.729657e+03,1.322912e+00
