ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.659184e+04,4.325520e+03
HI 1215Å,15944,1.594400e+01,4.434492e-02,1.112855e+04,1.136391e+00
