statistic,value
mean_flux,0.8539282578625701
median_flux,0.9706233143806458
std_flux,0.25221669582609046
min_flux,2.9382650407717056e-39
max_flux,0.9999571442604065
mean_tau,684.9385312113943
median_tau,0.02981678955256939
effective_tau,0.1579080959090546
deep_absorption_frac,0.0423451195642924
moderate_absorption_frac,0.06326335205514425
weak_absorption_frac,0.8943915283805633
tau_eff_err,0.0013145738468118382
tau_eff_std,0.13145738468118381
mean_flux_err,0.0007337567757142703
mean_flux_std,0.07337567757142703
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,125.97809669909222
hi_fraction_eff,0.0012534567508586526
