ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.013509e+04,1.790455e+04
HI 1215Å,43750,4.375000e+01,1.299417e-01,5.270696e+03,1.366268e+00
