ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.733344e+05,6.981367e+04
HI 1215Å,118821,1.188210e+02,6.661359e-01,4.487578e+03,1.680325e+00
