ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.235885e+04,2.716529e+04
HI 1215Å,65464,6.546400e+01,1.904257e-01,8.717476e+03,1.482946e+00
