statistic,value
mean_flux,0.7912067993662253
median_flux,0.9353170990943909
std_flux,0.289961766614086
min_flux,2.9382650407717056e-39
max_flux,0.9995214939117432
mean_tau,1660.1038952814176
median_tau,0.06686965376138687
effective_tau,0.23419590497165105
deep_absorption_frac,0.06779495692967202
moderate_absorption_frac,0.09021663768350387
weak_absorption_frac,0.8419884053868241
tau_eff_err,0.0022064738632260215
tau_eff_std,0.22064738632260217
mean_flux_err,0.0007712559087285905
mean_flux_std,0.07712559087285906
n_sightlines,10000.0
tau_eff_obs_target,0.12714278068007295
mean_flux_target,0.8806079298214535
tau_scale_factor,0.35687783965450964
tau_eff_H_total,468.68573692182787
hi_fraction_eff,0.0004996864344697718
