ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.740684e+04,2.432938e+03
HI 1215Å,11857,1.185700e+01,3.005823e-02,1.157857e+04,1.071491e+00
