ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.014939e+05,8.522072e+04
HI 1215Å,80991,8.099100e+01,8.818135e-01,4.279216e+03,2.106077e+00
