ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.036016e+05,8.645968e+04
HI 1215Å,78488,7.848800e+01,8.891679e-01,4.820611e+03,2.128426e+00
