ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.438465e+05,5.105478e+04
HI 1215Å,108027,1.080270e+02,4.147938e-01,5.762906e+03,1.772044e+00
