ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.440662e+05,5.475264e+04
HI 1215Å,117063,1.170630e+02,4.401863e-01,4.218840e+03,1.706206e+00
