ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.147638e+05,3.789605e+04
HI 1215Å,88438,8.843800e+01,2.719003e-01,7.332028e+03,1.682454e+00
