statistic,value
mean_flux,0.5827417797611297
median_flux,0.7081990242004395
std_flux,0.3298502536728167
min_flux,2.9382650407717056e-39
max_flux,0.9984861612319946
mean_tau,3000.915314562099
median_tau,0.34503012895584106
effective_tau,0.5400111071097676
deep_absorption_frac,0.16770798895106903
moderate_absorption_frac,0.17010722844023532
weak_absorption_frac,0.6621847826086956
tau_eff_err,0.0035614213893519187
tau_eff_std,0.35614213893519187
mean_flux_err,0.0008857526664135276
mean_flux_std,0.08857526664135276
n_sightlines,10000.0
tau_eff_obs_target,0.3620014421674397
mean_flux_target,0.6962813636867353
tau_scale_factor,0.5009184586939736
tau_eff_H_total,590.5993880308382
hi_fraction_eff,0.000914344168723519
