ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.460941e+05,5.114830e+04
HI 1215Å,108984,1.089840e+02,4.069025e-01,7.374731e+03,1.673581e+00
