ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.742488e+04,2.673097e+03
HI 1215Å,13639,1.363900e+01,3.568354e-02,1.169023e+04,1.089998e+00
