ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10001,1.000100e+01,9.999995e-01,1.765301e+04,2.148046e+03
HI 1215Å,9462,9.462000e+00,2.515755e-02,1.611199e+04,1.068820e+00
