ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.668117e+04,1.058142e+04
HI 1215Å,26552,2.655200e+01,7.786300e-02,1.295023e+04,1.173919e+00
