ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.429511e+05,5.505279e+04
HI 1215Å,119644,1.196440e+02,4.411236e-01,5.424889e+03,1.677761e+00
