ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.671287e+04,4.294341e+03
HI 1215Å,15918,1.591800e+01,4.429413e-02,1.126513e+04,1.118748e+00
