statistic,value
mean_flux,0.7085827042448916
median_flux,0.864861249923706
std_flux,0.31999851122292833
min_flux,2.9382650407717056e-39
max_flux,0.9995692372322083
mean_tau,1979.9137600382298
median_tau,0.14518621563911438
effective_tau,0.3444884951962527
deep_absorption_frac,0.10888278547703585
moderate_absorption_frac,0.11617267208796243
weak_absorption_frac,0.7749445424350018
tau_eff_err,0.00214626299212567
tau_eff_std,0.214626299212567
mean_flux_err,0.0009015665018238043
mean_flux_std,0.09015665018238044
n_sightlines,10000.0
tau_eff_obs_target,0.21453640709064936
mean_flux_target,0.8069154337537775
tau_scale_factor,0.43592435254800455
tau_eff_H_total,296.63329054144566
hi_fraction_eff,0.0011613278274948302
