ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.147158e+05,3.712151e+04
HI 1215Å,84997,8.499700e+01,2.672202e-01,7.408940e+03,1.696917e+00
