k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,4.240335e+01,1.560484e+02,1.560484e+00,2.433457e+01,1.067367e+02,1.067367e+00
2.398801e-03,3.590566e+01,3.575256e+01,3.575256e-01,2.014394e+01,2.387265e+01,2.387265e-01
4.797602e-03,2.923573e+01,2.806466e+01,2.806466e-01,1.632619e+01,1.709462e+01,1.709462e-01
7.196402e-03,2.303122e+01,2.294850e+01,2.294850e-01,1.310180e+01,1.396447e+01,1.396447e-01
9.595203e-03,1.785358e+01,1.851361e+01,1.851361e-01,1.028700e+01,1.120867e+01,1.120867e-01
1.199400e-02,1.507410e+01,1.553765e+01,1.553765e-01,8.822210e+00,9.682623e+00,9.682623e-02
1.439280e-02,1.392520e+01,1.397746e+01,1.397746e-01,8.110672e+00,8.599768e+00,8.599768e-02
1.679161e-02,1.165134e+01,1.197058e+01,1.197058e-01,6.852196e+00,7.385730e+00,7.385730e-02
1.919041e-02,1.043626e+01,1.057533e+01,1.057533e-01,6.143414e+00,6.436231e+00,6.436231e-02
2.158921e-02,9.397186e+00,9.686420e+00,9.686420e-02,5.487552e+00,5.785421e+00,5.785421e-02
2.398801e-02,8.506518e+00,8.960646e+00,8.960646e-02,4.943763e+00,5.382335e+00,5.382335e-02
2.638681e-02,7.379970e+00,7.391573e+00,7.391573e-02,4.304045e+00,4.504713e+00,4.504713e-02
2.878561e-02,6.489401e+00,6.655914e+00,6.655914e-02,3.780846e+00,4.031735e+00,4.031735e-02
3.118441e-02,5.589986e+00,5.749748e+00,5.749748e-02,3.271328e+00,3.456235e+00,3.456235e-02
3.358321e-02,5.021737e+00,5.259073e+00,5.259073e-02,2.899640e+00,3.092248e+00,3.092248e-02
3.598201e-02,4.509593e+00,4.726843e+00,4.726843e-02,2.604996e+00,2.789057e+00,2.789057e-02
3.838081e-02,4.139831e+00,4.372160e+00,4.372160e-02,2.375502e+00,2.572450e+00,2.572450e-02
4.077961e-02,3.716432e+00,3.807963e+00,3.807963e-02,2.134274e+00,2.236859e+00,2.236859e-02
4.317841e-02,3.326414e+00,3.449878e+00,3.449878e-02,1.884782e+00,2.012138e+00,2.012138e-02
4.557721e-02,2.937337e+00,3.080034e+00,3.080034e-02,1.680515e+00,1.790821e+00,1.790821e-02
4.797602e-02,2.623816e+00,2.731939e+00,2.731939e-02,1.478761e+00,1.558712e+00,1.558712e-02
5.037482e-02,2.424859e+00,2.525261e+00,2.525261e-02,1.351717e+00,1.422688e+00,1.422688e-02
5.277362e-02,2.151041e+00,2.280404e+00,2.280404e-02,1.200496e+00,1.296034e+00,1.296034e-02
5.517242e-02,1.943275e+00,2.049177e+00,2.049177e-02,1.072612e+00,1.146348e+00,1.146348e-02
