ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,8.914151e+04,2.607294e+04
HI 1215Å,61409,6.140900e+01,1.781414e-01,6.044286e+03,1.466320e+00
