ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.450401e+05,5.049596e+04
HI 1215Å,108305,1.083050e+02,4.098461e-01,7.339861e+03,1.718773e+00
