ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.781793e+04,2.665110e+03
HI 1215Å,14038,1.403800e+01,3.617574e-02,1.103778e+04,1.105022e+00
