ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.366362e+05,3.610207e+04
HI 1215Å,79916,7.991600e+01,2.571633e-01,8.842724e+04,1.659510e+00
