ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.615689e+04,5.052309e+03
HI 1215Å,18212,1.821200e+01,4.966896e-02,6.684806e+03,1.131022e+00
