ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.038770e+04,2.640910e+04
HI 1215Å,61434,6.143400e+01,1.810418e-01,6.830883e+03,1.457514e+00
