ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.144299e+05,3.855851e+04
HI 1215Å,90166,9.016600e+01,2.735279e-01,5.628569e+03,1.665280e+00
