ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.069110e+04,2.389843e+04
HI 1215Å,53672,5.367200e+01,1.711211e-01,9.794107e+03,1.524242e+00
