ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.222162e+04,1.895840e+04
HI 1215Å,47881,4.788100e+01,1.370746e-01,7.833032e+03,1.336059e+00
