ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.228572e+04,1.682966e+04
HI 1215Å,41415,4.141500e+01,1.305394e-01,1.042575e+04,1.377648e+00
