ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.023408e+05,9.153986e+04
HI 1215Å,72633,7.263300e+01,9.036730e-01,3.039506e+03,2.269216e+00
