ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.726394e+05,6.998902e+04
HI 1215Å,117836,1.178360e+02,6.651647e-01,3.866686e+03,1.705897e+00
