k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,2.012896e+02,3.109807e+02,3.109807e+00,8.032346e+01,1.561810e+02,1.561810e+00
2.033942e-03,1.892162e+02,1.904991e+02,1.904991e+00,8.114299e+01,7.745254e+01,7.745254e-01
4.067884e-03,1.591112e+02,1.635974e+02,1.635974e+00,6.645425e+01,6.394889e+01,6.394889e-01
6.101825e-03,1.328573e+02,1.369149e+02,1.369149e+00,5.498480e+01,5.379768e+01,5.379768e-01
8.135767e-03,1.189293e+02,1.208523e+02,1.208523e+00,5.037236e+01,4.800659e+01,4.800659e-01
1.016971e-02,1.017049e+02,1.035189e+02,1.035189e+00,4.304794e+01,4.269738e+01,4.269738e-01
1.220365e-02,8.924845e+01,9.109049e+01,9.109049e-01,3.791654e+01,3.722272e+01,3.722272e-01
1.423759e-02,7.872091e+01,8.112591e+01,8.112591e-01,3.383504e+01,3.385568e+01,3.385568e-01
1.627153e-02,7.004017e+01,6.969255e+01,6.969255e-01,2.991292e+01,2.920218e+01,2.920218e-01
1.830548e-02,6.292183e+01,6.418113e+01,6.418113e-01,2.703240e+01,2.667791e+01,2.667791e-01
2.033942e-02,5.427328e+01,5.396841e+01,5.396841e-01,2.380001e+01,2.334809e+01,2.334809e-01
2.237336e-02,4.989804e+01,5.115592e+01,5.115592e-01,2.223236e+01,2.218943e+01,2.218943e-01
2.440730e-02,4.408278e+01,4.476645e+01,4.476645e-01,1.975119e+01,1.940147e+01,1.940147e-01
2.644124e-02,4.093447e+01,4.270296e+01,4.270296e-01,1.853664e+01,1.844310e+01,1.844310e-01
2.847519e-02,3.441539e+01,3.523649e+01,3.523649e-01,1.569522e+01,1.577286e+01,1.577286e-01
3.050913e-02,3.091879e+01,3.176470e+01,3.176470e-01,1.422163e+01,1.410937e+01,1.410937e-01
3.254307e-02,2.893401e+01,2.975414e+01,2.975414e-01,1.363353e+01,1.367372e+01,1.367372e-01
3.457701e-02,2.655254e+01,2.789588e+01,2.789588e-01,1.227546e+01,1.260130e+01,1.260130e-01
3.661095e-02,2.332025e+01,2.445647e+01,2.445647e-01,1.101792e+01,1.139770e+01,1.139770e-01
3.864489e-02,2.176942e+01,2.290169e+01,2.290169e-01,1.043800e+01,1.065356e+01,1.065356e-01
4.067884e-02,1.906859e+01,2.023954e+01,2.023954e-01,9.267487e+00,9.602736e+00,9.602736e-02
4.271278e-02,1.788378e+01,1.867169e+01,1.867169e-01,8.621601e+00,8.747788e+00,8.747788e-02
4.474672e-02,1.600556e+01,1.715117e+01,1.715117e-01,7.855381e+00,8.175630e+00,8.175630e-02
4.678066e-02,1.467456e+01,1.535300e+01,1.535300e-01,7.335396e+00,7.373900e+00,7.373900e-02
4.881460e-02,1.297757e+01,1.407998e+01,1.407998e-01,6.428161e+00,6.585625e+00,6.585625e-02
5.084854e-02,1.199036e+01,1.288681e+01,1.288681e-01,5.968700e+00,6.146100e+00,6.146100e-02
5.288249e-02,1.083586e+01,1.153846e+01,1.153846e-01,5.539893e+00,5.650073e+00,5.650073e-02
5.491643e-02,9.868834e+00,1.057603e+01,1.057603e-01,5.051406e+00,5.188533e+00,5.188533e-02
