ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.053405e+05,9.159354e+04
HI 1215Å,72231,7.223100e+01,9.057290e-01,4.162410e+03,2.256458e+00
