ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.641633e+04,9.113374e+03
HI 1215Å,24483,2.448300e+01,7.153487e-02,6.591082e+03,1.181222e+00
