ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.024394e+05,8.750491e+04
HI 1215Å,78108,7.810800e+01,8.907256e-01,3.067371e+03,2.159426e+00
