ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.887142e+04,9.461767e+03
HI 1215Å,24191,2.419100e+01,7.111226e-02,1.556162e+04,1.171631e+00
