ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.453286e+05,5.369273e+04
HI 1215Å,115683,1.156830e+02,4.330269e-01,5.901052e+03,1.700869e+00
