k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,3.697378e+01,1.243979e+02,1.243979e+00,2.119250e+01,8.349904e+01,8.349904e-01
2.398801e-03,3.695088e+01,3.859367e+01,3.859367e-01,2.079846e+01,2.494103e+01,2.494103e-01
4.797602e-03,2.673318e+01,2.665659e+01,2.665659e-01,1.543681e+01,1.674836e+01,1.674836e-01
7.196402e-03,2.174058e+01,2.128876e+01,2.128876e-01,1.263006e+01,1.334318e+01,1.334318e-01
9.595203e-03,1.826139e+01,1.846259e+01,1.846259e-01,1.068937e+01,1.129998e+01,1.129998e-01
1.199400e-02,1.533576e+01,1.602130e+01,1.602130e-01,9.142946e+00,9.937299e+00,9.937299e-02
1.439280e-02,1.333035e+01,1.312083e+01,1.312083e-01,7.921715e+00,8.162370e+00,8.162370e-02
1.679161e-02,1.203016e+01,1.226244e+01,1.226244e-01,7.141593e+00,7.569716e+00,7.569716e-02
1.919041e-02,9.863251e+00,1.022424e+01,1.022424e-01,5.896512e+00,6.370199e+00,6.370199e-02
2.158921e-02,9.100646e+00,9.553067e+00,9.553067e-02,5.464182e+00,5.903402e+00,5.903402e-02
2.398801e-02,7.911692e+00,8.240177e+00,8.240177e-02,4.770719e+00,5.170644e+00,5.170644e-02
2.638681e-02,6.960486e+00,7.040469e+00,7.040469e-02,4.195475e+00,4.412271e+00,4.412271e-02
2.878561e-02,6.169767e+00,6.296552e+00,6.296552e-02,3.722494e+00,3.953162e+00,3.953162e-02
3.118441e-02,5.578496e+00,5.861534e+00,5.861534e-02,3.320724e+00,3.547173e+00,3.547173e-02
3.358321e-02,4.957627e+00,5.049715e+00,5.049715e-02,2.962411e+00,3.143292e+00,3.143292e-02
3.598201e-02,4.442522e+00,4.520661e+00,4.520661e-02,2.640375e+00,2.741879e+00,2.741879e-02
3.838081e-02,3.941333e+00,4.039771e+00,4.039771e-02,2.343344e+00,2.438577e+00,2.438577e-02
4.077961e-02,3.550775e+00,3.681420e+00,3.681420e-02,2.101277e+00,2.255149e+00,2.255149e-02
4.317841e-02,3.235738e+00,3.325372e+00,3.325372e-02,1.891806e+00,1.993019e+00,1.993019e-02
4.557721e-02,2.877345e+00,2.929275e+00,2.929275e-02,1.681353e+00,1.735049e+00,1.735049e-02
4.797602e-02,2.555845e+00,2.617515e+00,2.617515e-02,1.491392e+00,1.573000e+00,1.573000e-02
5.037482e-02,2.333562e+00,2.429747e+00,2.429747e-02,1.342053e+00,1.407900e+00,1.407900e-02
5.277362e-02,2.111369e+00,2.160015e+00,2.160015e-02,1.222523e+00,1.285930e+00,1.285930e-02
5.517242e-02,1.881176e+00,1.951117e+00,1.951117e-02,1.085573e+00,1.142255e+00,1.142255e-02
5.757122e-02,1.671471e+00,1.715248e+00,1.715248e-02,9.683214e-01,1.004398e+00,1.004398e-02
5.997002e-02,1.549080e+00,1.591330e+00,1.591330e-02,8.889276e-01,9.357560e-01,9.357560e-03
6.236882e-02,1.393543e+00,1.448186e+00,1.448186e-02,7.904303e-01,8.425336e-01,8.425336e-03
6.476762e-02,1.239571e+00,1.282654e+00,1.282654e-02,7.108013e-01,7.430424e-01,7.430424e-03
6.716642e-02,1.162534e+00,1.232907e+00,1.232907e-02,6.594918e-01,7.038697e-01,7.038697e-03
6.956522e-02,1.032107e+00,1.073430e+00,1.073430e-02,5.788743e-01,6.016106e-01,6.016106e-03
7.196402e-02,9.668599e-01,1.018030e+00,1.018030e-02,5.382357e-01,5.731662e-01,5.731662e-03
7.436282e-02,8.490857e-01,8.898951e-01,8.898951e-03,4.755453e-01,5.046942e-01,5.046942e-03
7.676162e-02,7.667997e-01,8.130880e-01,8.130880e-03,4.259207e-01,4.462871e-01,4.462871e-03
7.916043e-02,6.869487e-01,7.156012e-01,7.156012e-03,3.851439e-01,4.030159e-01,4.030159e-03
8.155923e-02,6.447702e-01,6.788941e-01,6.788941e-03,3.526542e-01,3.742718e-01,3.742718e-03
8.395803e-02,5.540529e-01,5.933845e-01,5.933845e-03,3.027217e-01,3.227266e-01,3.227266e-03
8.635683e-02,5.059753e-01,5.192328e-01,5.192328e-03,2.788377e-01,2.905679e-01,2.905679e-03
8.875563e-02,4.618707e-01,4.862236e-01,4.862236e-03,2.482363e-01,2.648035e-01,2.648035e-03
9.115443e-02,4.187589e-01,4.416701e-01,4.416701e-03,2.256326e-01,2.404505e-01,2.404505e-03
9.355323e-02,3.759406e-01,3.982241e-01,3.982241e-03,2.042947e-01,2.155633e-01,2.155633e-03
9.595203e-02,3.416495e-01,3.585133e-01,3.585133e-03,1.852476e-01,1.948471e-01,1.948471e-03
9.835083e-02,3.109607e-01,3.271770e-01,3.271770e-03,1.650599e-01,1.728494e-01,1.728494e-03
1.007496e-01,2.830809e-01,2.943176e-01,2.943176e-03,1.485272e-01,1.550572e-01,1.550572e-03
1.031484e-01,2.543227e-01,2.669354e-01,2.669354e-03,1.321028e-01,1.367638e-01,1.367638e-03
1.055472e-01,2.285449e-01,2.450610e-01,2.450610e-03,1.195462e-01,1.276110e-01,1.276110e-03
1.079460e-01,2.096911e-01,2.219083e-01,2.219083e-03,1.102448e-01,1.183851e-01,1.183851e-03
1.103448e-01,1.915345e-01,2.003594e-01,2.003594e-03,9.873829e-02,1.048783e-01,1.048783e-03
1.127436e-01,1.677892e-01,1.802327e-01,1.802327e-03,8.700744e-02,9.230061e-02,9.230061e-04
1.151424e-01,1.579812e-01,1.677667e-01,1.677667e-03,8.076388e-02,8.394856e-02,8.394856e-04
1.175412e-01,1.414352e-01,1.482018e-01,1.482018e-03,7.210865e-02,7.656984e-02,7.656984e-04
1.199400e-01,1.263467e-01,1.320859e-01,1.320859e-03,6.405931e-02,6.767212e-02,6.767212e-04
1.223388e-01,1.190202e-01,1.287787e-01,1.287787e-03,5.910169e-02,6.289116e-02,6.289116e-04
1.247376e-01,1.065505e-01,1.111020e-01,1.111020e-03,5.258181e-02,5.507387e-02,5.507387e-04
1.271364e-01,9.951467e-02,1.050747e-01,1.050747e-03,4.878333e-02,5.153877e-02,5.153877e-04
1.295352e-01,8.965325e-02,9.503114e-02,9.503114e-04,4.364522e-02,4.689779e-02,4.689779e-04
1.319340e-01,8.199037e-02,8.767686e-02,8.767686e-04,3.872553e-02,4.180777e-02,4.180777e-04
1.343328e-01,7.419320e-02,8.000474e-02,8.000474e-04,3.561761e-02,3.857846e-02,3.857846e-04
1.367316e-01,6.870357e-02,7.342405e-02,7.342405e-04,3.238574e-02,3.448002e-02,3.448002e-04
1.391304e-01,6.148984e-02,6.581850e-02,6.581850e-04,2.876773e-02,3.108993e-02,3.108993e-04
1.415292e-01,5.683296e-02,6.004178e-02,6.004178e-04,2.608250e-02,2.821553e-02,2.821553e-04
1.439280e-01,5.186251e-02,5.543021e-02,5.543021e-04,2.368897e-02,2.585743e-02,2.585743e-04
1.463268e-01,4.840716e-02,5.090236e-02,5.090236e-04,2.156964e-02,2.294007e-02,2.294007e-04
1.487256e-01,4.474963e-02,4.743166e-02,4.743166e-04,1.978551e-02,2.133899e-02,2.133899e-04
1.511244e-01,4.153803e-02,4.383231e-02,4.383231e-04,1.807741e-02,1.981179e-02,1.981179e-04
1.535232e-01,3.631731e-02,3.832753e-02,3.832753e-04,1.574898e-02,1.749333e-02,1.749333e-04
1.559220e-01,3.382027e-02,3.605313e-02,3.605313e-04,1.452476e-02,1.585042e-02,1.585042e-04
1.583209e-01,3.085372e-02,3.349278e-02,3.349278e-04,1.290632e-02,1.429734e-02,1.429734e-04
