ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.131795e+05,3.694927e+04
HI 1215Å,83367,8.336700e+01,2.616299e-01,4.348291e+03,1.662517e+00
