# n_pixels = 261930000
# n_bins = 50
# grid = fixed, [0, 1]
# density: normalised so sum(density * bin_width) = 1
# density_err: Poisson, sqrt(count) / (n_pixels * bin_width)
# computed from RESCALED optical depths
# tau_scale_factor = 0.4545941651518155
# mean_flux_target = 0.8069154337537775
#
flux_bin_center,flux_bin_low,flux_bin_high,density,density_err,count
1.000000e-02,0.000000e+00,2.000000e-02,1.789389e+00,5.844465e-04,9373894
3.000000e-02,2.000000e-02,4.000000e-02,3.277568e-01,2.501314e-04,1716987
5.000000e-02,4.000000e-02,6.000000e-02,2.601640e-01,2.228517e-04,1362895
7.000000e-02,6.000000e-02,8.000000e-02,2.275755e-01,2.084276e-04,1192177
9.000000e-02,8.000000e-02,1.000000e-01,2.103995e-01,2.004079e-04,1102199
1.100000e-01,1.000000e-01,1.200000e-01,2.016348e-01,1.961892e-04,1056284
1.300000e-01,1.200000e-01,1.400000e-01,1.927620e-01,1.918241e-04,1009803
1.500000e-01,1.400000e-01,1.600000e-01,1.891238e-01,1.900052e-04,990744
1.700000e-01,1.600000e-01,1.800000e-01,1.887567e-01,1.898207e-04,988821
1.900000e-01,1.800000e-01,2.000000e-01,1.882896e-01,1.895857e-04,986374
2.100000e-01,2.000000e-01,2.200000e-01,1.874909e-01,1.891832e-04,982190
2.300000e-01,2.200000e-01,2.400000e-01,1.882774e-01,1.895795e-04,986310
2.500000e-01,2.400000e-01,2.600000e-01,1.880042e-01,1.894420e-04,984879
2.700000e-01,2.600000e-01,2.800000e-01,1.902795e-01,1.905848e-04,996798
2.900000e-01,2.800000e-01,3.000000e-01,1.927544e-01,1.918203e-04,1009763
3.100000e-01,3.000000e-01,3.200000e-01,1.962362e-01,1.935450e-04,1028003
3.300000e-01,3.200000e-01,3.400000e-01,2.014758e-01,1.961118e-04,1055451
3.500000e-01,3.400000e-01,3.600000e-01,2.046698e-01,1.976602e-04,1072183
3.700000e-01,3.600000e-01,3.800000e-01,2.075702e-01,1.990558e-04,1087377
3.900000e-01,3.800000e-01,4.000000e-01,2.148490e-01,2.025159e-04,1125508
4.100000e-01,4.000000e-01,4.200000e-01,2.197326e-01,2.048045e-04,1151091
4.300000e-01,4.200000e-01,4.400000e-01,2.250487e-01,2.072672e-04,1178940
4.500000e-01,4.400000e-01,4.600000e-01,2.329338e-01,2.108670e-04,1220247
4.700000e-01,4.600000e-01,4.800000e-01,2.419576e-01,2.149127e-04,1267519
4.900000e-01,4.800000e-01,5.000000e-01,2.528069e-01,2.196781e-04,1324354
5.100000e-01,5.000000e-01,5.200000e-01,2.636676e-01,2.243472e-04,1381249
5.300000e-01,5.200000e-01,5.400000e-01,2.735154e-01,2.284985e-04,1432838
5.500000e-01,5.400000e-01,5.600000e-01,2.845064e-01,2.330442e-04,1490415
5.700000e-01,5.600000e-01,5.800000e-01,2.994999e-01,2.391061e-04,1568960
5.900000e-01,5.800000e-01,6.000000e-01,3.142341e-01,2.449171e-04,1646147
6.100000e-01,6.000000e-01,6.200000e-01,3.311856e-01,2.514364e-04,1734949
6.300000e-01,6.200000e-01,6.400000e-01,3.547014e-01,2.602099e-04,1858139
6.500000e-01,6.400000e-01,6.600000e-01,3.800596e-01,2.693508e-04,1990980
6.700000e-01,6.600000e-01,6.800000e-01,4.069562e-01,2.787188e-04,2131881
6.900000e-01,6.800000e-01,7.000000e-01,4.383858e-01,2.892815e-04,2296528
7.100000e-01,7.000000e-01,7.200000e-01,4.745296e-01,3.009706e-04,2485871
7.300000e-01,7.200000e-01,7.400000e-01,5.205125e-01,3.152158e-04,2726757
7.500000e-01,7.400000e-01,7.600000e-01,5.734803e-01,3.308656e-04,3004234
7.700000e-01,7.600000e-01,7.800000e-01,6.423831e-01,3.501785e-04,3365188
7.900000e-01,7.800000e-01,8.000000e-01,7.320538e-01,3.738212e-04,3834937
8.100000e-01,8.000000e-01,8.200000e-01,8.414109e-01,4.007711e-04,4407815
8.300000e-01,8.200000e-01,8.400000e-01,9.900414e-01,4.347295e-04,5186431
8.500000e-01,8.400000e-01,8.600000e-01,1.184899e+00,4.755903e-04,6207210
8.700000e-01,8.600000e-01,8.800000e-01,1.462341e+00,5.283438e-04,7660617
8.900000e-01,8.800000e-01,9.000000e-01,1.874378e+00,5.981650e-04,9819117
9.100000e-01,9.000000e-01,9.200000e-01,2.498978e+00,6.906747e-04,13091144
9.300000e-01,9.200000e-01,9.400000e-01,3.553643e+00,8.236245e-04,18616113
9.500000e-01,9.400000e-01,9.600000e-01,5.521840e+00,1.026678e-03,28926711
9.700000e-01,9.600000e-01,9.800000e-01,9.562327e+00,1.351059e-03,50093204
9.900000e-01,9.800000e-01,1.000000e+00,9.300533e+00,1.332436e-03,48721774
