ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.689800e+04,4.635725e+03
HI 1215Å,17597,1.759700e+01,5.055506e-02,1.303607e+04,1.137268e+00
