ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10003,1.000300e+01,9.999997e-01,1.723221e+04,2.747645e+03
HI 1215Å,11901,1.190100e+01,3.141269e-02,5.920927e+03,1.062084e+00
