ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.739451e+05,6.854367e+04
HI 1215Å,117430,1.174300e+02,6.542070e-01,5.556582e+03,1.684923e+00
