ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.054315e+04,1.818781e+04
HI 1215Å,43760,4.376000e+01,1.253456e-01,9.365711e+03,1.314761e+00
