ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10001,1.000100e+01,9.999998e-01,1.746564e+04,2.414002e+03
HI 1215Å,11327,1.132700e+01,2.859077e-02,7.221059e+03,1.041071e+00
